Lon	Lat	h	gravity disturbance(mGal)
18.641	41.284	2500	-33.03341924603
18.71	41.24	2500	-30.46720020894
18.779	41.196	2500	-28.8912043132
18.848	41.152	2500	-26.98348865167
18.917	41.108	2500	-29.45792133975
18.986	41.064	2500	-32.86836664547
19.055	41.02	2500	-31.95993004947
19.124	40.976	2500	-33.29161223995
19.193	40.932	2500	-39.81909376449
19.262	40.888	2500	-43.95214402155
19.331	40.844	2500	-46.17879258273
19.4	40.8	2500	-51.02873898206
12.4	45	2500	-2.160403931306
12.469	44.956	2500	-8.780447658729
12.538	44.912	2500	-14.95330490577
12.607	44.868	2500	-17.23355327048
12.676	44.824	2500	-18.7428318096
12.745	44.78	2500	-23.44413069508
12.814	44.736	2500	-28.83108652121
12.883	44.692	2500	-31.06809418689
12.952	44.648	2500	-31.24634137119
13.021	44.604	2500	-30.71939747379
13.09	44.56	2500	-28.54785293263
13.159	44.516	2500	-26.58288404795
13.228	44.472	2500	-27.13518764885
13.297	44.428	2500	-26.93979820183
13.366	44.384	2500	-23.47315678932
13.435	44.34	2500	-20.86915772583
13.504	44.296	2500	-21.44995766482
13.573	44.252	2500	-21.91644950731
13.642	44.208	2500	-21.69412480733
13.711	44.164	2500	-22.22905093543
13.78	44.12	2500	-20.31125740398
13.849	44.076	2500	-14.85553189475
13.918	44.032	2500	-11.940591504
13.987	43.988	2500	-13.16518439758
14.056	43.944	2500	-12.01187912301
14.125	43.9	2500	-6.942984920322
14.194	43.856	2500	-3.219343939875
14.263	43.812	2500	-2.042046324924
14.332	43.768	2500	-1.207904746536
14.401	43.724	2500	-1.219810707553
14.47	43.68	2500	-1.76537886194
14.539	43.636	2500	-0.6059144091353
14.608	43.592	2500	0.7883319124602
14.677	43.548	2500	-0.5184346548504
14.746	43.504	2500	-3.228703207014
14.815	43.46	2500	-5.195856255114
14.884	43.416	2500	-6.768855815764
14.953	43.372	2500	-7.754276542116
15.022	43.328	2500	-7.614087540375
15.091	43.284	2500	-7.613363293046
15.16	43.24	2500	-8.040576203783
15.229	43.196	2500	-7.42538504177
15.298	43.152	2500	-6.072286496384
15.367	43.108	2500	-5.581922633269
15.436	43.064	2500	-6.487531179289
